,종가,오픈,고가,저가,변동 %,날짜
3943,1970.61,1980.14,1981.64,1966.42,-0.66,2016-12-02
3944,1963.36,1965.71,1971.24,1960.65,-0.37,2016-12-05
3945,1989.86,1976.51,1993.47,1976.51,1.35,2016-12-06
3946,1991.89,1995.69,1997.62,1987.26,0.1,2016-12-07
3947,2031.07,2008.31,2031.07,2007.57,1.97,2016-12-08
3948,2024.69,2024.52,2026.83,2019.79,-0.31,2016-12-09
3949,2027.24,2031.95,2031.95,2020.97,0.13,2016-12-12
3950,2035.98,2026.39,2035.99,2023.61,0.43,2016-12-13
3951,2036.87,2043.07,2044.42,2031.18,0.04,2016-12-14
3952,2036.65,2022.14,2040.62,2021.76,-0.01,2016-12-15
3953,2042.24,2037.35,2043.6,2033.23,0.27,2016-12-16
3954,2038.39,2039.4,2046.03,2037.04,-0.19,2016-12-19
3955,2041.94,2044.87,2047.38,2040.81,0.17,2016-12-20
3956,2037.96,2049.47,2053.46,2037.96,-0.19,2016-12-21
3957,2035.73,2041.61,2042.9,2033.99,-0.11,2016-12-22
3958,2035.9,2036.17,2037.71,2031.54,0.01,2016-12-23
3959,2037.75,2038.33,2039.76,2034.8,0.09,2016-12-26
3960,2042.17,2040.74,2044.43,2037.12,0.22,2016-12-27
3961,2024.49,2021.86,2029.69,2020.86,-0.87,2016-12-28
3962,2026.46,2020.42,2026.57,2016.25,0.1,2016-12-29
3963,2026.16,2022.23,2031.79,2015.68,-0.01,2017-01-02
3964,2043.97,2034.31,2044.07,2028.47,0.88,2017-01-03
3965,2045.64,2046.29,2046.29,2040.61,0.08,2017-01-04
3966,2041.95,2045.52,2046.5,2039.49,-0.18,2017-01-05
3967,2049.12,2048.11,2051.84,2045.66,0.35,2017-01-06
3968,2048.78,2053.18,2053.18,2046.47,-0.02,2017-01-09
3969,2045.12,2043.3,2046.78,2039.5,-0.18,2017-01-10
3970,2075.17,2048.08,2079.7,2047.56,1.47,2017-01-11
3971,2087.14,2077.69,2087.14,2073.89,0.58,2017-01-12
3972,2076.79,2077.12,2080.94,2073.44,-0.5,2017-01-13
3973,2064.17,2077.03,2080.05,2058.93,-0.61,2017-01-16
3974,2071.87,2067.52,2078.8,2065.53,0.37,2017-01-17
3975,2070.54,2073.77,2075.23,2058.35,-0.06,2017-01-18
3976,2072.79,2085.61,2091.02,2065.03,0.11,2017-01-19
3977,2065.61,2065.54,2072.32,2064.0,-0.35,2017-01-20
3978,2065.99,2067.62,2073.8,2058.91,0.02,2017-01-23
3979,2065.76,2070.22,2072.66,2058.59,-0.01,2017-01-24
3980,2066.94,2075.33,2077.72,2062.96,0.06,2017-01-25
3981,2083.59,2074.77,2088.6,2068.5,0.81,2017-01-26
3982,2067.57,2077.66,2079.97,2067.57,-0.77,2017-01-31
3983,2080.48,2075.31,2082.7,2073.97,0.62,2017-02-01
3984,2071.01,2080.23,2092.45,2067.76,-0.46,2017-02-02
3985,2073.16,2075.9,2079.85,2064.05,0.1,2017-02-03
3986,2077.66,2085.73,2088.37,2073.03,0.22,2017-02-06
3987,2075.21,2077.8,2079.23,2071.05,-0.12,2017-02-07
3988,2065.08,2072.58,2072.58,2052.29,-0.49,2017-02-08
3989,2065.88,2067.15,2072.69,2062.12,0.04,2017-02-09
3990,2075.08,2075.8,2080.74,2072.23,0.45,2017-02-10
3991,2078.65,2074.94,2078.66,2070.36,0.17,2017-02-13
3992,2074.57,2079.3,2081.59,2068.16,-0.2,2017-02-14
3993,2083.86,2073.6,2087.69,2069.89,0.45,2017-02-15
3994,2081.84,2088.09,2092.59,2078.35,-0.1,2017-02-16
3995,2080.58,2072.57,2081.18,2072.57,-0.06,2017-02-17
3996,2084.39,2084.16,2085.59,2077.13,0.18,2017-02-20
3997,2102.93,2085.97,2108.48,2085.0,0.89,2017-02-21
3998,2106.61,2106.42,2108.98,2101.56,0.18,2017-02-22
3999,2107.63,2106.15,2108.99,2103.11,0.05,2017-02-23
4000,2094.12,2106.43,2107.83,2090.05,-0.64,2017-02-24
4001,2085.52,2095.47,2097.24,2084.08,-0.41,2017-02-27
4002,2091.64,2087.26,2094.41,2084.36,0.29,2017-02-28
4003,2102.65,2105.19,2112.58,2096.31,0.53,2017-03-02
4004,2078.75,2090.92,2091.59,2072.09,-1.14,2017-03-03
4005,2081.36,2073.2,2083.8,2067.68,0.13,2017-03-06
4006,2094.05,2080.77,2096.79,2079.16,0.61,2017-03-07
4007,2095.41,2092.27,2101.56,2088.19,0.06,2017-03-08
4008,2091.06,2098.29,2100.08,2090.73,-0.21,2017-03-09
4009,2097.35,2088.67,2102.05,2082.31,0.3,2017-03-10
4010,2117.59,2102.37,2122.88,2100.91,0.97,2017-03-13
4011,2133.78,2127.12,2135.5,2124.42,0.76,2017-03-14
4012,2133.0,2128.42,2135.38,2127.26,-0.04,2017-03-15
4013,2150.08,2154.98,2156.85,2143.01,0.8,2017-03-16
4014,2164.58,2150.47,2164.59,2148.86,0.67,2017-03-17
4015,2157.01,2160.32,2160.57,2151.51,-0.35,2017-03-20
4016,2178.38,2162.95,2181.99,2160.25,0.99,2017-03-21
4017,2168.3,2159.97,2170.0,2158.96,-0.46,2017-03-22
4018,2172.72,2174.09,2182.42,2170.56,0.2,2017-03-23
4019,2168.95,2171.36,2179.34,2163.34,-0.17,2017-03-24
4020,2155.66,2161.17,2165.25,2153.14,-0.61,2017-03-27
4021,2163.31,2166.58,2169.14,2157.71,0.35,2017-03-28
4022,2166.98,2172.31,2172.31,2162.04,0.17,2017-03-29
4023,2164.64,2170.18,2174.16,2159.16,-0.11,2017-03-30
4024,2160.23,2166.62,2166.93,2159.8,-0.2,2017-03-31
4025,2167.51,2166.04,2171.33,2161.26,0.34,2017-04-03
4026,2161.1,2165.23,2166.94,2156.89,-0.3,2017-04-04
4027,2160.85,2161.9,2164.85,2146.98,-0.01,2017-04-05
4028,2152.75,2152.64,2153.83,2143.3,-0.37,2017-04-06
4029,2151.73,2154.87,2155.7,2142.51,-0.05,2017-04-07
4030,2133.32,2148.83,2148.83,2128.35,-0.86,2017-04-10
4031,2123.85,2129.23,2136.55,2117.82,-0.44,2017-04-11
4032,2128.91,2128.17,2129.82,2122.94,0.24,2017-04-12
4033,2148.61,2130.64,2148.61,2125.87,0.93,2017-04-13
4034,2134.88,2138.28,2141.61,2127.8,-0.64,2017-04-14
4035,2145.76,2140.87,2150.7,2138.7,0.51,2017-04-17
4036,2148.46,2155.36,2155.36,2139.31,0.13,2017-04-18
4037,2138.4,2144.98,2148.03,2133.82,-0.47,2017-04-19
4038,2149.15,2138.19,2150.43,2134.05,0.5,2017-04-20
4039,2165.04,2161.24,2169.46,2156.64,0.74,2017-04-21
4040,2173.74,2175.5,2177.89,2166.83,0.4,2017-04-24
4041,2196.85,2175.7,2196.85,2174.11,1.06,2017-04-25
4042,2207.84,2202.37,2210.61,2200.73,0.5,2017-04-26
4043,2209.46,2201.72,2211.59,2199.76,0.07,2017-04-27
4044,2205.44,2214.36,2217.04,2202.2,-0.18,2017-04-28
4045,2219.67,2213.61,2229.74,2212.87,0.65,2017-05-02
4046,2241.24,2224.91,2241.24,2224.91,0.97,2017-05-04
4047,2292.76,2245.61,2292.76,2244.23,2.3,2017-05-08
4048,2270.12,2294.1,2323.22,2264.31,-0.99,2017-05-10
4049,2296.37,2278.47,2297.67,2271.66,1.16,2017-05-11
4050,2286.02,2296.06,2296.51,2283.38,-0.45,2017-05-12
4051,2290.65,2288.23,2297.31,2280.6,0.2,2017-05-15
4052,2295.33,2306.73,2309.0,2283.84,0.2,2017-05-16
4053,2293.08,2291.56,2295.87,2283.01,-0.1,2017-05-17
4054,2286.82,2271.27,2288.85,2267.08,-0.27,2017-05-18
4055,2288.48,2286.78,2293.82,2282.13,0.07,2017-05-19
4056,2304.03,2300.68,2305.21,2292.95,0.68,2017-05-22
4057,2311.74,2308.69,2326.57,2303.15,0.33,2017-05-23
4058,2317.34,2319.37,2322.54,2312.93,0.24,2017-05-24
4059,2342.93,2325.49,2343.72,2321.26,1.1,2017-05-25
4060,2355.3,2344.39,2364.8,2341.61,0.53,2017-05-26
4061,2352.97,2362.59,2371.67,2344.25,-0.1,2017-05-29
4062,2343.68,2356.54,2358.69,2332.16,-0.39,2017-05-30
4063,2347.38,2339.25,2355.23,2338.25,0.16,2017-05-31
4064,2344.61,2348.31,2351.31,2335.63,-0.12,2017-06-01
4065,2371.72,2353.77,2372.65,2353.45,1.16,2017-06-02
4066,2368.62,2376.66,2376.83,2363.61,-0.13,2017-06-05
4067,2360.14,2364.96,2369.43,2356.71,-0.36,2017-06-07
4068,2363.57,2361.64,2365.52,2347.62,0.15,2017-06-08
4069,2381.69,2371.22,2385.15,2367.81,0.77,2017-06-09
4070,2357.87,2370.69,2374.7,2353.35,-1.0,2017-06-12
4071,2374.7,2358.92,2375.81,2358.92,0.71,2017-06-13
4072,2372.64,2384.54,2387.29,2366.92,-0.09,2017-06-14
4073,2361.65,2373.36,2378.04,2350.37,-0.46,2017-06-15
4074,2361.83,2364.2,2365.37,2355.29,0.01,2017-06-16
4075,2370.9,2364.02,2377.2,2356.84,0.38,2017-06-19
4076,2369.23,2382.54,2382.54,2365.45,-0.07,2017-06-20
4077,2357.53,2358.23,2359.97,2346.19,-0.49,2017-06-21
4078,2370.37,2364.22,2370.39,2354.1,0.54,2017-06-22
4079,2378.6,2371.54,2380.94,2369.17,0.35,2017-06-23
4080,2388.66,2381.09,2390.7,2377.88,0.42,2017-06-26
4081,2391.95,2386.76,2397.14,2383.47,0.14,2017-06-27
4082,2382.56,2382.91,2390.89,2380.75,-0.39,2017-06-28
4083,2395.66,2396.81,2402.8,2393.57,0.55,2017-06-29
4084,2391.79,2382.15,2391.81,2381.4,-0.16,2017-06-30
4085,2394.48,2397.66,2399.9,2384.55,0.11,2017-07-03
4086,2380.52,2395.24,2398.02,2376.41,-0.58,2017-07-04
4087,2388.35,2377.01,2390.29,2375.63,0.33,2017-07-05
4088,2387.81,2390.31,2392.5,2380.82,-0.02,2017-07-06
4089,2379.87,2376.29,2385.02,2372.83,-0.33,2017-07-07
4090,2382.1,2386.3,2389.87,2378.04,0.09,2017-07-10
4091,2396.0,2386.42,2396.46,2382.69,0.58,2017-07-11
4092,2391.77,2395.41,2399.28,2390.45,-0.18,2017-07-12
4093,2409.49,2405.76,2422.26,2402.92,0.74,2017-07-13
4094,2414.63,2418.27,2421.48,2411.34,0.21,2017-07-14
4095,2425.1,2427.76,2430.34,2419.91,0.43,2017-07-17
4096,2426.04,2425.07,2426.16,2419.17,0.04,2017-07-18
4097,2429.94,2430.09,2430.09,2419.64,0.16,2017-07-19
4098,2441.84,2436.06,2443.69,2427.95,0.49,2017-07-20
4099,2450.06,2438.78,2451.59,2437.84,0.34,2017-07-21
4100,2451.53,2451.41,2451.53,2443.65,0.06,2017-07-24
4101,2439.9,2450.76,2453.17,2437.14,-0.47,2017-07-25
4102,2434.51,2446.82,2446.96,2429.62,-0.22,2017-07-26
4103,2443.24,2443.28,2448.24,2435.49,0.36,2017-07-27
4104,2400.99,2433.46,2434.38,2399.06,-1.73,2017-07-28
4105,2402.71,2392.02,2403.9,2388.39,0.07,2017-07-31
4106,2422.96,2397.12,2432.62,2394.27,0.84,2017-08-01
4107,2427.63,2431.94,2434.47,2424.18,0.19,2017-08-02
4108,2386.85,2423.21,2423.55,2374.11,-1.68,2017-08-03
4109,2395.45,2389.74,2400.33,2383.45,0.36,2017-08-04
4110,2398.75,2402.57,2412.13,2395.74,0.14,2017-08-07
4111,2394.73,2404.68,2410.22,2383.94,-0.17,2017-08-08
4112,2368.39,2379.7,2387.53,2366.33,-1.1,2017-08-09
4113,2359.47,2360.95,2371.5,2339.06,-0.38,2017-08-10
4114,2319.71,2323.06,2335.12,2310.2,-1.69,2017-08-11
4115,2334.22,2336.02,2341.78,2327.8,0.63,2017-08-14
4116,2348.26,2355.74,2358.46,2343.72,0.6,2017-08-16
4117,2361.67,2351.61,2364.5,2346.74,0.57,2017-08-17
4118,2358.37,2340.19,2362.43,2340.19,-0.14,2017-08-18
4119,2355.0,2363.38,2363.38,2351.96,-0.14,2017-08-21
4120,2365.33,2360.29,2369.02,2359.97,0.44,2017-08-22
4121,2366.4,2376.53,2379.59,2360.71,0.05,2017-08-23
4122,2375.84,2370.12,2382.72,2368.29,0.4,2017-08-24
4123,2378.51,2381.47,2384.59,2372.67,0.11,2017-08-25
4124,2370.3,2376.38,2383.46,2366.23,-0.35,2017-08-28
4125,2364.74,2356.2,2364.74,2332.85,-0.23,2017-08-29
4126,2372.29,2368.13,2372.29,2363.43,0.32,2017-08-30
4127,2363.19,2373.96,2377.02,2355.29,-0.38,2017-08-31
4128,2357.69,2367.45,2370.25,2351.37,-0.23,2017-09-01
4129,2329.65,2316.89,2344.82,2316.89,-1.19,2017-09-04
4130,2326.62,2340.62,2340.62,2319.94,-0.13,2017-09-05
4131,2319.82,2324.84,2325.56,2314.31,-0.29,2017-09-06
4132,2346.19,2328.94,2349.79,2328.92,1.14,2017-09-07
4133,2343.72,2350.19,2351.73,2340.63,-0.11,2017-09-08
4134,2359.08,2354.86,2369.72,2354.35,0.66,2017-09-11
4135,2365.47,2372.02,2372.45,2359.12,0.27,2017-09-12
4136,2360.18,2370.54,2373.61,2360.17,-0.22,2017-09-13
4137,2377.66,2365.54,2377.66,2358.43,0.74,2017-09-14
4138,2386.07,2368.44,2386.07,2365.37,0.35,2017-09-15
4139,2418.21,2390.58,2418.24,2389.65,1.35,2017-09-18
4140,2416.05,2419.3,2422.05,2411.68,-0.09,2017-09-19
4141,2412.2,2420.82,2429.12,2405.78,-0.16,2017-09-20
4142,2406.5,2412.01,2415.13,2401.89,-0.24,2017-09-21
4143,2388.71,2404.35,2409.3,2381.81,-0.74,2017-09-22
4144,2380.4,2388.77,2392.44,2374.69,-0.35,2017-09-25
4145,2374.32,2371.62,2381.31,2365.34,-0.26,2017-09-26
4146,2372.57,2376.89,2377.18,2368.92,-0.07,2017-09-27
4147,2373.14,2374.1,2379.54,2365.67,0.02,2017-09-28
4148,2394.47,2378.66,2394.47,2378.66,0.9,2017-09-29
4149,2433.81,2425.63,2443.2,2421.1,1.64,2017-10-10
4150,2458.16,2442.49,2458.16,2439.81,1.0,2017-10-11
4151,2474.76,2461.7,2474.76,2459.48,0.68,2017-10-12
4152,2473.62,2473.65,2479.73,2468.14,-0.05,2017-10-13
4153,2480.05,2483.17,2487.71,2470.24,0.26,2017-10-16
4154,2484.37,2484.96,2487.88,2478.76,0.17,2017-10-17
4155,2482.91,2481.53,2490.58,2475.67,-0.06,2017-10-18
4156,2473.06,2485.72,2490.94,2468.67,-0.4,2017-10-19
4157,2489.54,2477.3,2489.54,2476.88,0.67,2017-10-20
4158,2490.05,2497.65,2500.33,2485.48,0.02,2017-10-23
4159,2490.49,2489.31,2497.35,2487.17,0.02,2017-10-24
4160,2492.5,2495.87,2497.41,2481.48,0.08,2017-10-25
4161,2480.63,2489.6,2495.99,2480.63,-0.48,2017-10-26
4162,2496.63,2485.44,2499.15,2479.67,0.64,2017-10-27
4163,2501.93,2513.87,2513.87,2497.42,0.21,2017-10-30
4164,2523.43,2500.21,2528.32,2498.05,0.86,2017-10-31
4165,2556.47,2535.97,2556.47,2535.83,1.31,2017-11-01
4166,2546.36,2560.34,2561.63,2542.02,-0.4,2017-11-02
4167,2557.97,2558.37,2558.37,2539.72,0.46,2017-11-03
4168,2549.41,2557.29,2559.9,2529.94,-0.33,2017-11-06
4169,2545.44,2548.3,2554.13,2540.67,-0.16,2017-11-07
4170,2552.4,2534.48,2558.74,2533.73,0.27,2017-11-08
4171,2550.57,2559.93,2559.93,2536.54,-0.07,2017-11-09
4172,2542.95,2541.18,2547.61,2534.6,-0.3,2017-11-10
4173,2530.35,2548.27,2552.28,2527.2,-0.5,2017-11-13
4174,2526.64,2532.55,2532.95,2520.99,-0.15,2017-11-14
4175,2518.25,2525.6,2526.61,2511.76,-0.33,2017-11-15
4176,2534.79,2522.42,2538.28,2514.51,0.66,2017-11-16
4177,2533.99,2546.05,2559.1,2533.99,-0.03,2017-11-17
4178,2527.67,2536.8,2542.62,2523.52,-0.25,2017-11-20
4179,2530.7,2533.85,2539.88,2525.96,0.12,2017-11-21
4180,2540.51,2546.61,2553.22,2535.19,0.39,2017-11-22
4181,2537.15,2542.34,2544.58,2532.45,-0.13,2017-11-23
4182,2544.33,2539.79,2544.33,2533.98,0.28,2017-11-24
4183,2507.81,2544.74,2546.71,2506.69,-1.44,2017-11-27
4184,2514.19,2512.52,2521.06,2500.93,0.25,2017-11-28
4185,2512.9,2517.26,2524.41,2508.66,-0.05,2017-11-29
4186,2476.37,2502.22,2506.32,2474.28,-1.45,2017-11-30
4187,2475.41,2488.92,2488.92,2472.75,-0.04,2017-12-01
4188,2501.67,2486.72,2501.67,2476.29,1.06,2017-12-04
4189,2510.12,2490.73,2513.68,2487.15,0.34,2017-12-05
4190,2474.37,2510.19,2510.47,2474.29,-1.42,2017-12-06
4191,2461.98,2479.55,2480.85,2452.4,-0.5,2017-12-07
4192,2464.0,2470.09,2473.17,2459.02,0.08,2017-12-08
4193,2471.49,2467.81,2471.99,2457.98,0.3,2017-12-11
4194,2461.0,2471.23,2471.43,2455.39,-0.42,2017-12-12
4195,2480.55,2462.42,2481.92,2457.7,0.79,2017-12-13
4196,2469.48,2486.57,2514.61,2469.48,-0.45,2017-12-14
4197,2482.07,2488.39,2495.08,2475.99,0.51,2017-12-15
4198,2481.88,2488.83,2488.83,2477.29,-0.01,2017-12-18
4199,2478.53,2487.83,2498.67,2470.49,-0.13,2017-12-19
4200,2472.37,2473.82,2484.5,2470.62,-0.25,2017-12-20
4201,2429.83,2471.34,2471.73,2429.83,-1.72,2017-12-21
4202,2440.54,2437.59,2444.57,2426.94,0.44,2017-12-22
4203,2427.34,2447.67,2457.19,2427.34,-0.54,2017-12-26
4204,2436.67,2420.86,2436.68,2411.48,0.38,2017-12-27
4205,2467.49,2439.31,2467.51,2437.26,1.26,2017-12-28
4206,2479.65,2474.86,2481.02,2465.94,0.49,2018-01-02
4207,2486.35,2484.63,2493.4,2481.91,0.27,2018-01-03
4208,2466.46,2502.5,2502.5,2466.45,-0.8,2018-01-04
4209,2497.52,2476.85,2497.52,2475.51,1.26,2018-01-05
4210,2513.28,2510.7,2515.37,2494.18,0.63,2018-01-08
4211,2510.23,2510.73,2524.73,2498.41,-0.12,2018-01-09
4212,2499.75,2516.33,2516.82,2493.98,-0.42,2018-01-10
4213,2487.91,2496.86,2502.52,2483.82,-0.47,2018-01-11
4214,2496.42,2499.87,2500.87,2482.15,0.34,2018-01-12
4215,2503.73,2510.97,2513.3,2496.18,0.29,2018-01-15
4216,2521.74,2504.16,2524.55,2498.55,0.72,2018-01-16
4217,2515.43,2517.19,2521.97,2506.49,-0.25,2018-01-17
4218,2515.81,2527.67,2532.08,2512.69,0.02,2018-01-18
4219,2520.26,2519.67,2524.33,2513.09,0.18,2018-01-19
4220,2502.11,2516.9,2517.12,2488.44,-0.72,2018-01-22
4221,2536.6,2510.35,2536.6,2507.96,1.38,2018-01-23
4222,2538.0,2533.86,2547.22,2531.31,0.06,2018-01-24
4223,2562.23,2536.96,2564.43,2536.73,0.95,2018-01-25
4224,2574.76,2560.69,2574.76,2553.53,0.49,2018-01-26
4225,2598.19,2588.87,2607.1,2587.55,0.91,2018-01-29
4226,2567.74,2590.41,2599.17,2567.07,-1.17,2018-01-30
4227,2566.46,2557.37,2597.14,2553.01,-0.05,2018-01-31
4228,2568.54,2578.91,2583.74,2564.59,0.08,2018-02-01
4229,2525.39,2565.99,2565.99,2519.6,-1.68,2018-02-02
4230,2491.75,2487.34,2503.99,2476.24,-1.33,2018-02-05
4231,2453.31,2437.02,2460.28,2409.38,-1.54,2018-02-06
4232,2396.56,2483.72,2484.18,2396.56,-2.31,2018-02-07
4233,2407.62,2400.17,2423.88,2393.46,0.46,2018-02-08
4234,2363.77,2346.73,2372.9,2346.73,-1.82,2018-02-09
4235,2385.38,2380.49,2397.9,2367.31,0.91,2018-02-12
4236,2395.19,2402.89,2421.8,2388.54,0.41,2018-02-13
4237,2421.83,2412.47,2426.63,2408.02,1.11,2018-02-14
4238,2442.82,2452.52,2455.12,2428.15,0.87,2018-02-19
4239,2415.12,2433.35,2438.48,2411.23,-1.13,2018-02-20
4240,2429.65,2417.73,2432.45,2404.02,0.6,2018-02-21
4241,2414.28,2417.18,2422.62,2405.23,-0.63,2018-02-22
4242,2451.52,2427.13,2451.52,2427.13,1.54,2018-02-23
4243,2457.65,2465.35,2466.08,2447.86,0.25,2018-02-26
4244,2456.14,2474.08,2480.79,2456.14,-0.06,2018-02-27
4245,2427.36,2447.11,2460.12,2426.21,-1.17,2018-02-28
4246,2402.16,2406.57,2410.34,2387.25,-1.04,2018-03-02
4247,2375.06,2405.92,2407.98,2374.8,-1.13,2018-03-05
4248,2411.41,2400.67,2413.01,2392.87,1.53,2018-03-06
4249,2401.82,2413.39,2429.43,2395.24,-0.4,2018-03-07
4250,2433.08,2420.67,2433.08,2407.59,1.3,2018-03-08
4251,2459.45,2443.43,2476.43,2436.03,1.08,2018-03-09
4252,2484.12,2485.64,2489.46,2474.91,1.0,2018-03-12
4253,2494.49,2483.05,2494.49,2478.76,0.42,2018-03-13
4254,2486.08,2477.43,2486.98,2474.77,-0.34,2018-03-14
4255,2492.38,2486.0,2496.51,2471.04,0.25,2018-03-15
4256,2493.97,2495.11,2497.8,2476.88,0.06,2018-03-16
4257,2475.03,2491.99,2493.56,2470.91,-0.76,2018-03-19
4258,2485.52,2456.8,2485.52,2456.8,0.42,2018-03-20
4259,2484.97,2488.22,2492.88,2483.78,-0.02,2018-03-21
4260,2496.02,2494.84,2508.71,2485.34,0.44,2018-03-22
4261,2416.76,2446.73,2450.4,2412.62,-3.18,2018-03-23
4262,2437.08,2414.68,2437.08,2399.44,0.84,2018-03-26
4263,2452.06,2455.0,2456.55,2444.92,0.61,2018-03-27
4264,2419.29,2425.94,2430.77,2409.47,-1.34,2018-03-28
4265,2436.37,2421.7,2439.47,2413.71,0.71,2018-03-29
4266,2445.85,2454.1,2458.24,2445.72,0.39,2018-03-30
4267,2444.16,2454.72,2467.52,2440.89,-0.07,2018-04-02
4268,2442.43,2422.26,2442.43,2416.44,-0.07,2018-04-03
4269,2408.06,2447.97,2447.97,2405.91,-1.41,2018-04-04
4270,2437.52,2426.92,2446.78,2420.92,1.22,2018-04-05
4271,2429.58,2420.88,2433.97,2417.24,-0.33,2018-04-06
4272,2444.08,2424.15,2446.28,2424.15,0.6,2018-04-09
4273,2450.74,2439.94,2454.36,2419.55,0.27,2018-04-10
4274,2444.22,2456.53,2458.99,2441.2,-0.27,2018-04-11
4275,2442.71,2450.95,2454.95,2441.58,-0.06,2018-04-12
4276,2455.07,2449.42,2457.85,2442.35,0.51,2018-04-13
4277,2457.49,2466.04,2466.16,2449.97,0.1,2018-04-16
4278,2453.77,2459.39,2465.63,2449.08,-0.15,2018-04-17
4279,2479.98,2467.55,2486.73,2467.55,1.07,2018-04-18
4280,2486.1,2483.26,2490.57,2476.51,0.25,2018-04-19
4281,2476.33,2478.59,2485.15,2472.37,-0.39,2018-04-20
4282,2474.11,2473.7,2478.57,2466.57,-0.09,2018-04-23
4283,2464.14,2478.47,2479.32,2454.44,-0.4,2018-04-24
4284,2448.81,2444.19,2453.54,2436.51,-0.62,2018-04-25
4285,2475.64,2460.62,2484.09,2456.2,1.1,2018-04-26
4286,2492.4,2497.75,2508.13,2484.19,0.68,2018-04-27
4287,2515.38,2502.29,2515.38,2500.22,0.92,2018-04-30
4288,2505.61,2515.75,2516.57,2501.71,-0.39,2018-05-02
4289,2487.25,2506.94,2507.91,2487.25,-0.73,2018-05-03
4290,2461.38,2486.47,2487.77,2461.38,-1.04,2018-05-04
4291,2449.81,2468.45,2479.75,2444.08,-0.47,2018-05-08
4292,2443.98,2450.71,2451.86,2428.79,-0.24,2018-05-09
4293,2464.16,2458.67,2464.72,2448.01,0.83,2018-05-10
4294,2477.71,2469.3,2483.85,2468.41,0.55,2018-05-11
4295,2476.11,2482.97,2486.17,2471.91,-0.06,2018-05-14
4296,2458.54,2476.87,2480.22,2456.2,-0.71,2018-05-15
4297,2459.82,2446.64,2465.55,2444.67,0.05,2018-05-16
4298,2448.45,2468.72,2472.82,2448.43,-0.46,2018-05-17
4299,2460.65,2459.73,2461.95,2452.34,0.5,2018-05-18
4300,2465.57,2464.07,2472.3,2447.69,0.2,2018-05-21
4301,2471.91,2462.98,2476.86,2460.07,0.26,2018-05-23
4302,2466.01,2477.48,2481.31,2457.84,-0.24,2018-05-24
4303,2460.8,2452.8,2466.57,2444.77,-0.21,2018-05-25
4304,2478.96,2465.0,2482.4,2463.14,0.74,2018-05-28
4305,2457.25,2476.7,2479.68,2457.18,-0.88,2018-05-29
4306,2409.03,2446.81,2449.88,2399.58,-1.96,2018-05-30
4307,2423.01,2428.83,2430.15,2415.5,0.58,2018-05-31
4308,2438.96,2419.63,2445.31,2418.11,0.66,2018-06-01
4309,2447.76,2444.62,2452.67,2441.25,0.36,2018-06-04
4310,2453.76,2450.39,2455.78,2432.81,0.25,2018-06-05
4311,2470.58,2468.26,2478.67,2466.01,0.69,2018-06-07
4312,2451.58,2467.88,2468.27,2449.11,-0.77,2018-06-08
4313,2470.15,2454.25,2470.99,2448.0,0.76,2018-06-11
4314,2468.83,2474.78,2479.56,2462.84,-0.05,2018-06-12
4315,2423.48,2450.86,2451.95,2422.37,-1.84,2018-06-14
4316,2404.04,2432.18,2433.51,2403.97,-0.8,2018-06-15
4317,2376.24,2404.68,2405.56,2365.31,-1.16,2018-06-18
4318,2340.11,2373.12,2379.49,2336.54,-1.52,2018-06-19
4319,2363.91,2350.24,2374.52,2345.22,1.02,2018-06-20
4320,2337.83,2364.16,2370.58,2337.83,-1.1,2018-06-21
4321,2357.22,2323.08,2357.4,2320.76,0.83,2018-06-22
4322,2357.88,2351.89,2361.39,2337.22,0.03,2018-06-25
4323,2350.92,2334.75,2358.01,2326.61,-0.3,2018-06-26
4324,2342.03,2349.38,2358.71,2342.02,-0.38,2018-06-27
4325,2314.24,2327.37,2335.35,2310.8,-1.19,2018-06-28
4326,2326.13,2325.68,2329.58,2296.39,0.51,2018-06-29
4327,2271.54,2322.23,2327.59,2271.53,-2.35,2018-07-02
4328,2272.76,2285.88,2287.39,2252.36,0.05,2018-07-03
4329,2265.46,2270.95,2280.81,2261.34,-0.32,2018-07-04
4330,2257.55,2264.74,2274.74,2243.9,-0.35,2018-07-05
4331,2272.87,2261.44,2283.75,2247.35,0.68,2018-07-06
4332,2285.8,2276.92,2294.61,2267.25,0.57,2018-07-09
4333,2294.16,2299.09,2305.84,2292.13,0.37,2018-07-10
4334,2280.62,2277.22,2287.08,2262.77,-0.59,2018-07-11
4335,2285.06,2285.93,2298.56,2277.73,0.19,2018-07-12
4336,2310.9,2293.07,2313.8,2293.07,1.13,2018-07-13
4337,2301.99,2312.26,2317.84,2299.79,-0.39,2018-07-16
4338,2297.92,2302.95,2306.07,2290.24,-0.18,2018-07-17
4339,2290.11,2313.78,2319.39,2287.1,-0.34,2018-07-18
4340,2282.29,2298.91,2300.18,2278.94,-0.34,2018-07-19
4341,2289.19,2281.36,2293.34,2269.55,0.3,2018-07-20
4342,2269.31,2289.61,2289.61,2264.42,-0.87,2018-07-23
4343,2280.2,2273.15,2284.43,2263.13,0.48,2018-07-24
4344,2273.03,2284.38,2292.61,2269.67,-0.31,2018-07-25
4345,2289.06,2284.51,2297.16,2276.54,0.71,2018-07-26
4346,2294.99,2292.33,2295.27,2284.44,0.26,2018-07-27
4347,2293.51,2290.18,2296.91,2283.29,-0.06,2018-07-30
